text,intent,domain,intent_name,domain_name
please tell me how many vacation days i currently have,110,7,pto_balance,work
could you tell me how many vacation days i have left,110,7,pto_balance,work
how many days of vacation do i have,110,7,pto_balance,work
how much vacation time have i accrued,110,7,pto_balance,work
how many vacation hours have i accrued,110,7,pto_balance,work
please calculate my vacation time,110,7,pto_balance,work
i 'd like to know how many vacation days i have,110,7,pto_balance,work
i want to know how many vacation days i have,110,7,pto_balance,work
what number of vacation days do i have,110,7,pto_balance,work
tell me how many vacation days i have,110,7,pto_balance,work
let me know the number of vacation days i have,110,7,pto_balance,work
i need to know how many vacation days i have,110,7,pto_balance,work
would you provide the number of vacation days i have,110,7,pto_balance,work
provide me the number of vacation days i have,110,7,pto_balance,work
how much pto do i have,110,7,pto_balance,work
do i have any remaining pto days,110,7,pto_balance,work
how much paid time off do i have,110,7,pto_balance,work
do i have any pto days left,110,7,pto_balance,work
do i have enough pto to take time off,110,7,pto_balance,work
how many more vacation days do i have for the year,110,7,pto_balance,work
tell me how many vacation days i have left,110,7,pto_balance,work
how many more vacation days can i use this year,110,7,pto_balance,work
how many vacation days are available to me,110,7,pto_balance,work
how many more pto days are there for me,110,7,pto_balance,work
let me know my vacation time,110,7,pto_balance,work
"i'm at home , so where is the closest starbucks",61,4,directions,auto
what 's the distance between home and the closest starbucks,61,4,directions,auto
is there a starbucks close to home,61,4,directions,auto
direct me to the closest starbucks near home,61,4,directions,auto
does home have a starbucks nearby,61,4,directions,auto
how do i get to the beach by bus,61,4,directions,auto
how do i get to the park on foot,61,4,directions,auto
how do i get to the train on foot,61,4,directions,auto
how do i get to the mall by bus,61,4,directions,auto
how to i get to the mall on foot,61,4,directions,auto
how do i get to the supermarket on foot,61,4,directions,auto
how do i get to the museum on foot,61,4,directions,auto
how do i get to the college by bus,61,4,directions,auto
how do i get to the hotel by bus,61,4,directions,auto
how do i get to the museum by bus,61,4,directions,auto
assist me to know how to get to target by bus,61,4,directions,auto
would you tell me how to get to walmart by bus,61,4,directions,auto
"i am needing you to tell me how to get to dallas , texas , by bus",61,4,directions,auto
i need to know how to get to target by bus,61,4,directions,auto
tell me how to get to target by bus,61,4,directions,auto
i need to know where the nearest place that has mountain dew is,61,4,directions,auto
how can i take a bus to dallas,61,4,directions,auto
what steps do i need to take to take a bus to detroit,61,4,directions,auto
how can i travel by bus to the grand canyon,61,4,directions,auto
direct me to the closest korean grocery,61,4,directions,auto
i want to visit chicago by bus what do i need to do,61,4,directions,auto
tell me where is the closest coffee shop,61,4,directions,auto
where can i find the mall closest to here,61,4,directions,auto
can you tell me where the nearest rest station to me is,61,4,directions,auto
i want to take a bus to mexico city how do i do that,61,4,directions,auto
let me know how to get to the starbucks nearby,61,4,directions,auto
would you give me directions to the closest starbucks restaurant,61,4,directions,auto
how do i get to the closest starbucks,61,4,directions,auto
where is the closest starbucks,61,4,directions,auto
please give me directions to the nearest starbucks,61,4,directions,auto
could you tell me how to get to the statue of liberty by bus,61,4,directions,auto
"from here , how do i get to the statue of liberty by bus",61,4,directions,auto
i want to know how to get to statue of liberty by bus,61,4,directions,auto
how do i get to statue of liberty by bus,61,4,directions,auto
which bus should i take to get to the statue of liberty,61,4,directions,auto
how close is a gas station to mcdonalds,61,4,directions,auto
"i need to get to a church immediately , please take me to one !",61,4,directions,auto
take me to the nearest dairy queen,61,4,directions,auto
can i take a bus to the grand canyon,61,4,directions,auto
how do i get to the nearest post office,61,4,directions,auto
where 's the nearest gas station,61,4,directions,auto
how would i walk to the liberty bell from here,61,4,directions,auto
find me the closest public bathroom,61,4,directions,auto
guide me to a laundromat near me,61,4,directions,auto
take me to the closest walmart,61,4,directions,auto
does the bus go to the washington monument,61,4,directions,auto
are there any furniture outlets near the mall,61,4,directions,auto
what 's the best way to get to my bank by walking,61,4,directions,auto
can a bus get me to the statue of liberty,61,4,directions,auto
is a bar close to my church,61,4,directions,auto
how do i get to the statue of liberty on foot,61,4,directions,auto
what 's the nearest ups store to walmart,61,4,directions,auto
is there a tire repair place near the post office,61,4,directions,auto
how do i get to the leaning tower by bus,61,4,directions,auto
what 's the closest mcdonalds,61,4,directions,auto
what 's the quickest way to a bank,61,4,directions,auto
i want to see the golden gate bridge and i'm walking on 5th street right now,61,4,directions,auto
is it possible to take the bus to the brooklyn bridge,61,4,directions,auto
give me directions to the nearest gas station,61,4,directions,auto
what 's the direction for foot traffic to get to the eiffel tower,61,4,directions,auto
i need directions to get to olympia by bus,61,4,directions,auto
what are the directions to get to olympia by bus,61,4,directions,auto
do you know how i get to olympia by bus,61,4,directions,auto
is it possible to get to olympia by bus,61,4,directions,auto
is there a way to go by bus to olympia,61,4,directions,auto
i need an address for the closest starbucks to home,61,4,directions,auto
please tell me the location of the nearest target store,61,4,directions,auto
can you tell me where the atm closest to my current location is,61,4,directions,auto
"where is the nearest gas station to 20th and market streets , in philadelphia , pa",61,4,directions,auto
find me the location of the nearest gas station,61,4,directions,auto
"can you tell me the nearest wells fargo bank location to port authority , new york",61,4,directions,auto
please tell me the subway station nearest to madison square garden in new york,61,4,directions,auto
what are the nearest streets to the statue of liberty in new york,61,4,directions,auto
"search for the nearest atm to newark penn station , newark in new jersey",61,4,directions,auto
search for the nearest expressway to the airport,61,4,directions,auto
where is starbucks,61,4,directions,auto
starbucks near me,61,4,directions,auto
find me starbucks,61,4,directions,auto
what 's the nearest starbucks,61,4,directions,auto
"where is the closest chevron gas station in columbus , ohio",61,4,directions,auto
where is the nearest denny 's to gillette stadium,61,4,directions,auto
"where is the closest walmart to boise , idaho",61,4,directions,auto
where is the closest applebees to the empire state building,61,4,directions,auto
"where is the closest dog groomer in charlotte , north carolina",61,4,directions,auto
i want to know the nearest bank 's location,61,4,directions,auto
i need to know the nearest bank 's location,61,4,directions,auto
i want to get directions to the closest atm,61,4,directions,auto
i would like to know where the closest gas station is,61,4,directions,auto
i want directions to the closest atm,61,4,directions,auto
give me the location for the nearest bank,61,4,directions,auto
i need to know directions to the nearest gas station,61,4,directions,auto
can you tell me the nearest restaurant to me and give me directions,61,4,directions,auto
can you tell me the location of the nearest bank,61,4,directions,auto
where is the closest mcdonalds,61,4,directions,auto
how would i get to city hall via bus,61,4,directions,auto
what is the spelling of potato,96,6,spelling,utility
spell potato,96,6,spelling,utility
give me the spelling of potato,96,6,spelling,utility
spell out potato,96,6,spelling,utility
how do you spell tomato,96,6,spelling,utility
can you spell water,96,6,spelling,utility
how do you spell water,96,6,spelling,utility
how is water spelled,96,6,spelling,utility
water is spelled how,96,6,spelling,utility
spell water,96,6,spelling,utility
what 's the letters in 'you' word like,96,6,spelling,utility
the word 'you' got how many letters,96,6,spelling,utility
how do you spell out university,96,6,spelling,utility
how do you spell out newspaper,96,6,spelling,utility
how do you spell out shepherd,96,6,spelling,utility
how do you spell out espresso,96,6,spelling,utility
how do you spell out wednesday,96,6,spelling,utility
can you spell diatribe for me,96,6,spelling,utility
spell requisite for me,96,6,spelling,utility
what 's the right way to spell miscellaneous,96,6,spelling,utility
how do you spell syzygy,96,6,spelling,utility
tell me how to spell anonymous,96,6,spelling,utility
how is the word economy spelled,96,6,spelling,utility
can you spell out the word special for me,96,6,spelling,utility
i need to know how many r 's are in restaurant,96,6,spelling,utility
i need to know how to spell excellent,96,6,spelling,utility
spell the word restaurant for me,96,6,spelling,utility
tell me how many p 's are in apple,96,6,spelling,utility
how many e 's are in sesame,96,6,spelling,utility
tell me how many a 's are in magical,96,6,spelling,utility
what is the proper way to spell diamond,96,6,spelling,utility
do you know how many o 's are in honor,96,6,spelling,utility
what 's the right spelling of rambunctious,96,6,spelling,utility
how do i spell catheter,96,6,spelling,utility
can you tell me how to spell manipulation,96,6,spelling,utility
what is the correct spelling of judgment,96,6,spelling,utility
what 's the spelling of cancer,96,6,spelling,utility
how do you spell antithesis,96,6,spelling,utility
how do i spell ambitious,96,6,spelling,utility
how do you spell verisimilitude,96,6,spelling,utility
how do you spell asian,96,6,spelling,utility
what 's the spelling of multimedia,96,6,spelling,utility
can you tell me how to spell elephant,96,6,spelling,utility
how do you spell hotdog,96,6,spelling,utility
can you spell hamburger,96,6,spelling,utility
spell government,96,6,spelling,utility
tell me how to spell automobile,96,6,spelling,utility
i need to know how to spell friend,96,6,spelling,utility
how is friend spelled,96,6,spelling,utility
how is the word acquaintance spelled,96,6,spelling,utility
how do you spell friend,96,6,spelling,utility
how do i spell acquaintance,96,6,spelling,utility
what 's the right way to spell indict,96,6,spelling,utility
i want to know how to correctly spell cemetery,96,6,spelling,utility
how do you spell mississippi,96,6,spelling,utility
i wish i knew how to spell mississippi,96,6,spelling,utility
can you remind me how to spell because,96,6,spelling,utility
i need to know how to spell conscience,96,6,spelling,utility
i need to know how to spell xylophone,96,6,spelling,utility
how do you spell guerrilla,96,6,spelling,utility
i am not sure how to spell punctuation,96,6,spelling,utility
i forget how to spell xylophone,96,6,spelling,utility
i do n't know how to spell spaghetti,96,6,spelling,utility
i do n't know how to spell threshold,96,6,spelling,utility
i do n't know how to spell circumference,96,6,spelling,utility
i do n't know how to spell squirrel,96,6,spelling,utility
i do n't know how to spell mississippi,96,6,spelling,utility
how can i spell avocado,96,6,spelling,utility
tell me the complete spelling of definitely,96,6,spelling,utility
i 'd like to know how to spell cemetary,96,6,spelling,utility
tell me how handkerchief is spelled,96,6,spelling,utility
i 'd like to know how acommodate is spelled,96,6,spelling,utility
count the number of the letter a in happiness,96,6,spelling,utility
the word is happiness how many a 's can you find in that word,96,6,spelling,utility
find all the a s in happiness,96,6,spelling,utility
tell how many a 's are in the word happiness,96,6,spelling,utility
how many a 's can you find in the word happiness,96,6,spelling,utility
what is the correct spelling for antipathy,96,6,spelling,utility
how does the dictionary spell antipathy,96,6,spelling,utility
how do you spell antipathy,96,6,spelling,utility
spell antipathy for me,96,6,spelling,utility
can you give me a spelling for antipathy,96,6,spelling,utility
how do you spell superficial,96,6,spelling,utility
i need help spelling superficial,96,6,spelling,utility
i need to know how to spell superficial,96,6,spelling,utility
i ca n't figure out how to spell superficial,96,6,spelling,utility
what is the right way to spell superficial,96,6,spelling,utility
how many es are in receiving,96,6,spelling,utility
i do n't know how to spell anethesia,96,6,spelling,utility
i do n't know how to spell malfeasance,96,6,spelling,utility
i do n't know how to spell theater,96,6,spelling,utility
i do n't know how to spell apparently,96,6,spelling,utility
what 's the proper way of spelling seance,96,6,spelling,utility
how many ts are in tethered,96,6,spelling,utility
how many cs are in acquiescence,96,6,spelling,utility
how many ss are in narcissism,96,6,spelling,utility
how do you spell sanguine,96,6,spelling,utility
can you help me spell facetiousness,96,6,spelling,utility
i do n't know how to spell drought,96,6,spelling,utility
how man z 's are in zombie,96,6,spelling,utility
how 's everything,120,8,greeting,small_talk
how are things going,120,8,greeting,small_talk
"hello , anyone there",120,8,greeting,small_talk
are you okay right now,120,8,greeting,small_talk
are you doing okay,120,8,greeting,small_talk
how 's it going right now,120,8,greeting,small_talk
ahoy hoy,120,8,greeting,small_talk
hey there !,120,8,greeting,small_talk
how is everything with you,120,8,greeting,small_talk
hey hey !,120,8,greeting,small_talk
how have you been doing,120,8,greeting,small_talk
it 's nice to see you,120,8,greeting,small_talk
hello there !,120,8,greeting,small_talk
how is it going,120,8,greeting,small_talk
how are things with you,120,8,greeting,small_talk
hiya !,120,8,greeting,small_talk
what 's up,120,8,greeting,small_talk
how 're you doing,120,8,greeting,small_talk
it 's good to see you,120,8,greeting,small_talk
is everything going okay,120,8,greeting,small_talk
how is everything going,120,8,greeting,small_talk
how goes it,120,8,greeting,small_talk
"hello , ai",120,8,greeting,small_talk
"hey , ai",120,8,greeting,small_talk
"wake up , ai",120,8,greeting,small_talk
good day,120,8,greeting,small_talk
greetings to you,120,8,greeting,small_talk
"hello , friend",120,8,greeting,small_talk
whats up with you,120,8,greeting,small_talk
hey there fellow,120,8,greeting,small_talk
whats up,120,8,greeting,small_talk
"yo , hows it going",120,8,greeting,small_talk
how are things for you,120,8,greeting,small_talk
are things going well for you,120,8,greeting,small_talk
hello siri,120,8,greeting,small_talk
hi there alexa,120,8,greeting,small_talk
"how are you doing , ai",120,8,greeting,small_talk
ai how are you doing today,120,8,greeting,small_talk
"how are you doing today , ai",120,8,greeting,small_talk
how is my ai doing,120,8,greeting,small_talk
ai how are you doing on this fine day,120,8,greeting,small_talk
heller,120,8,greeting,small_talk
so how is everything,120,8,greeting,small_talk
how are you this day,120,8,greeting,small_talk
hi how are you,120,8,greeting,small_talk
how is everything going for you,120,8,greeting,small_talk
hi how is everything,120,8,greeting,small_talk
well hello,120,8,greeting,small_talk
just wanted to say hi,120,8,greeting,small_talk
how is your day,120,8,greeting,small_talk
why hello,120,8,greeting,small_talk
are you well,120,8,greeting,small_talk
hola,120,8,greeting,small_talk
good to see you,120,8,greeting,small_talk
how 've you been feeling,120,8,greeting,small_talk
how are things,120,8,greeting,small_talk
are you doing well,120,8,greeting,small_talk
good evening,120,8,greeting,small_talk
yo,120,8,greeting,small_talk
"ai , how are you feeling",120,8,greeting,small_talk
how is the ai doing,120,8,greeting,small_talk
"ai , how are you doing",120,8,greeting,small_talk
hi ai,120,8,greeting,small_talk
have you been good,120,8,greeting,small_talk
is everything ok with you,120,8,greeting,small_talk
how have you been,120,8,greeting,small_talk
are you doing ok,120,8,greeting,small_talk
how are you,120,8,greeting,small_talk
how 's life,120,8,greeting,small_talk
what 's up with you,120,8,greeting,small_talk
what 's going on,120,8,greeting,small_talk
how 's it going with you,120,8,greeting,small_talk
how 's ife treating you,120,8,greeting,small_talk
hello how 's it going,120,8,greeting,small_talk
how are you today,120,8,greeting,small_talk
can you tell me how you 're doing today,120,8,greeting,small_talk
how are you this fine day,120,8,greeting,small_talk
how are things treating you,120,8,greeting,small_talk
aloha,120,8,greeting,small_talk
are you feeling okay,120,8,greeting,small_talk
how do you feel,120,8,greeting,small_talk
bonjour,120,8,greeting,small_talk
how are things going for you,120,8,greeting,small_talk
what do you feel like doing,120,8,greeting,small_talk
"hello , what 's up",120,8,greeting,small_talk
hey how 's life,120,8,greeting,small_talk
hi there,120,8,greeting,small_talk
hey how 's it hanging,120,8,greeting,small_talk
tell me how you 've been,120,8,greeting,small_talk
how is life treating you,120,8,greeting,small_talk
"hi there , how are things",120,8,greeting,small_talk
"hello , how are you",120,8,greeting,small_talk
"hey , how 's it going",120,8,greeting,small_talk
"hello , are you doing alright",120,8,greeting,small_talk
hi ! are you doing okay,120,8,greeting,small_talk
what 's happening,120,8,greeting,small_talk
hey what 's up,120,8,greeting,small_talk
"why , hello bandit",120,8,greeting,small_talk
"howdy , what 's new",120,8,greeting,small_talk
salutations !,120,8,greeting,small_talk
make the settings go back to the original,139,9,reset_settings,meta
go back the the settings you had originally,139,9,reset_settings,meta
change settings to how they were originally,139,9,reset_settings,meta
go back to your original settings,139,9,reset_settings,meta
reset the factory settings,139,9,reset_settings,meta
reset the factory settings please,139,9,reset_settings,meta
reset the factory settings now please,139,9,reset_settings,meta
please reset the factory settings,139,9,reset_settings,meta
reset the factory settings if possible,139,9,reset_settings,meta
go ahead and reset your factory settings,139,9,reset_settings,meta
change to factory settings now,139,9,reset_settings,meta
please go back to to factory settings now,139,9,reset_settings,meta
go back to factory settings now,139,9,reset_settings,meta
you need to go back to the original settings,139,9,reset_settings,meta
go ahead and go back to the original settings,139,9,reset_settings,meta
i want you to reset your factory settings,139,9,reset_settings,meta
please go back to the original settings,139,9,reset_settings,meta
please reset your factory settings,139,9,reset_settings,meta
go back to the original settings now,139,9,reset_settings,meta
please go back to the settings of the original,139,9,reset_settings,meta
i need you to reset your factory settings,139,9,reset_settings,meta
you got to go back to factory settings now,139,9,reset_settings,meta
please go to factory settings now,139,9,reset_settings,meta
restore my factory settings immediately please,139,9,reset_settings,meta
go back to factory settings please,139,9,reset_settings,meta
can you restore factory settings now,139,9,reset_settings,meta
go back to the factory settings for this device,139,9,reset_settings,meta
i want factory settings restores right now,139,9,reset_settings,meta
do a hard reset to factory settings,139,9,reset_settings,meta
i 'd like to reset to factory settings,139,9,reset_settings,meta
clear all settings in a reset,139,9,reset_settings,meta
please revert all settings to factory default,139,9,reset_settings,meta
i 'd like to revert to factory settings,139,9,reset_settings,meta
reset to factory default,139,9,reset_settings,meta
do a hard reset,139,9,reset_settings,meta
please revert to your factory settings,139,9,reset_settings,meta
return to your factory settings,139,9,reset_settings,meta
you need to reset your factory settings,139,9,reset_settings,meta
would you reset your factory settings,139,9,reset_settings,meta
you should reset your factory settings,139,9,reset_settings,meta
could you reset your factory settings please,139,9,reset_settings,meta
reset to original settings,139,9,reset_settings,meta
return to default settings,139,9,reset_settings,meta
return to factory default,139,9,reset_settings,meta
change back to your initial settings please,139,9,reset_settings,meta
go back to your normal settings please,139,9,reset_settings,meta
alter back to your orginal settings,139,9,reset_settings,meta
reset to your natural settings,139,9,reset_settings,meta
change back to your factory settins,139,9,reset_settings,meta
i want to go back to the factory settings,139,9,reset_settings,meta
help me get my device back to it 's factory settings,139,9,reset_settings,meta
tell me how i can reset to factory settings,139,9,reset_settings,meta
i want my original settings back,139,9,reset_settings,meta
return it back to the original settings,139,9,reset_settings,meta
please turn my settings back to the original settings,139,9,reset_settings,meta
get my back to factory settings,139,9,reset_settings,meta
refresh to factory defaults,139,9,reset_settings,meta
reset to default settings please,139,9,reset_settings,meta
reset device to original settings,139,9,reset_settings,meta
reset to default settings,139,9,reset_settings,meta
please change back to initial device settings,139,9,reset_settings,meta
go back to initial factory state,139,9,reset_settings,meta
go back to initial settings,139,9,reset_settings,meta
make all settings the initial defaults if you would,139,9,reset_settings,meta
revert to factory settings please,139,9,reset_settings,meta
i want you to reset to brand new please,139,9,reset_settings,meta
revert to your factory settings,139,9,reset_settings,meta
restore your original settings,139,9,reset_settings,meta
"restore your factory settings , please",139,9,reset_settings,meta
restore your original settings now,139,9,reset_settings,meta
"restore your original settings , please",139,9,reset_settings,meta
revert back to your factory settings,139,9,reset_settings,meta
"return to your original settings , please",139,9,reset_settings,meta
"revert to your factory settings , please",139,9,reset_settings,meta
switch back to your factory settings,139,9,reset_settings,meta
"revert back to your factory settings , please",139,9,reset_settings,meta
is it possible to change to original settings,139,9,reset_settings,meta
can you go back to my original settings,139,9,reset_settings,meta
i need you to switch to my original settings,139,9,reset_settings,meta
go to default setting,139,9,reset_settings,meta
change back to default settings,139,9,reset_settings,meta
i want to be switched back to my factory settings,139,9,reset_settings,meta
i 'd like to switch back to my factory settings,139,9,reset_settings,meta
put me back on my factory settings,139,9,reset_settings,meta
i need to switch back to my factory settings,139,9,reset_settings,meta
i need to go back on my factory settings,139,9,reset_settings,meta
return to your original settings,139,9,reset_settings,meta
restore the factory settings,139,9,reset_settings,meta
let 's go to default settings,139,9,reset_settings,meta
go to factory settings,139,9,reset_settings,meta
would you please reboot yourself to factory settings,139,9,reset_settings,meta
please go back to your factory settings,139,9,reset_settings,meta
please reconfigure yourself back to factory settings,139,9,reset_settings,meta
i would like you to revert to your factory settings,139,9,reset_settings,meta
i want to put you back to original settings,139,9,reset_settings,meta
i want you reset to factory settings,139,9,reset_settings,meta
i want factory settings put back in place,139,9,reset_settings,meta
i want to reset your settings to the original,139,9,reset_settings,meta
go back to the original settings,139,9,reset_settings,meta
go back to your factory settings,139,9,reset_settings,meta
what 's your full name,125,8,what_is_your_name,small_talk
i did n't get your name,125,8,what_is_your_name,small_talk
what 's should i call you by,125,8,what_is_your_name,small_talk
can you tell me the ai 's name,125,8,what_is_your_name,small_talk
what is the ai 's name,125,8,what_is_your_name,small_talk
does the ai have a name,125,8,what_is_your_name,small_talk
i 'd like to know what to call you,125,8,what_is_your_name,small_talk
what name do you prefer,125,8,what_is_your_name,small_talk
do you have a preference regarding what i should call you,125,8,what_is_your_name,small_talk
do you have a name i can use,125,8,what_is_your_name,small_talk
what are you called,125,8,what_is_your_name,small_talk
give me your name,125,8,what_is_your_name,small_talk
what do people call you,125,8,what_is_your_name,small_talk
what is your full name,125,8,what_is_your_name,small_talk
tell me your full name,125,8,what_is_your_name,small_talk
should i call you something in particular,125,8,what_is_your_name,small_talk
what should i refer to you as,125,8,what_is_your_name,small_talk
what name would you like me to call you,125,8,what_is_your_name,small_talk
what name do you want me to call you,125,8,what_is_your_name,small_talk
do you have a name that i can call you,125,8,what_is_your_name,small_talk
what name should i use when talking with you,125,8,what_is_your_name,small_talk
is there a particular name i should call you,125,8,what_is_your_name,small_talk
is there a name that you preferred to be called by,125,8,what_is_your_name,small_talk
please tell me the name i should use when talking to you,125,8,what_is_your_name,small_talk
can i have your name please,125,8,what_is_your_name,small_talk
can you me what they call you,125,8,what_is_your_name,small_talk
and what would your name be,125,8,what_is_your_name,small_talk
what name should i use for you,125,8,what_is_your_name,small_talk
what would your name be,125,8,what_is_your_name,small_talk
what do you want me to call you,125,8,what_is_your_name,small_talk
what would you like to be called,125,8,what_is_your_name,small_talk
what do you want me to refer to you as,125,8,what_is_your_name,small_talk
what name would you like me to use,125,8,what_is_your_name,small_talk
what name should i call you,125,8,what_is_your_name,small_talk
do you have a name,125,8,what_is_your_name,small_talk
please tell me your name,125,8,what_is_your_name,small_talk
how should i refer to you,125,8,what_is_your_name,small_talk
whats your name,125,8,what_is_your_name,small_talk
how would you like me to refer to you,125,8,what_is_your_name,small_talk
what name should i use to call for you,125,8,what_is_your_name,small_talk
what is the name i should use to refer to you,125,8,what_is_your_name,small_talk
do you know your name,125,8,what_is_your_name,small_talk
who gave you your name,125,8,what_is_your_name,small_talk
what name was given to you,125,8,what_is_your_name,small_talk
what can i address you,125,8,what_is_your_name,small_talk
what name do you like to go by,125,8,what_is_your_name,small_talk
i want to know the name that was given by the person who made you,125,8,what_is_your_name,small_talk
do people call you by a certain name what is it,125,8,what_is_your_name,small_talk
what do you prefer being called,125,8,what_is_your_name,small_talk
what do you prefer to be called,125,8,what_is_your_name,small_talk
what did your friends call you,125,8,what_is_your_name,small_talk
do you go by any nicknames,125,8,what_is_your_name,small_talk
what is you name,125,8,what_is_your_name,small_talk
what 's your first name,125,8,what_is_your_name,small_talk
what do you like being called,125,8,what_is_your_name,small_talk
how would you like me to call you,125,8,what_is_your_name,small_talk
who are you known as,125,8,what_is_your_name,small_talk
how can i get your attention,125,8,what_is_your_name,small_talk
what do you answer to,125,8,what_is_your_name,small_talk
do you have a way you like to be referred to,125,8,what_is_your_name,small_talk
can you tell me your name,125,8,what_is_your_name,small_talk
how do i activate you,125,8,what_is_your_name,small_talk
what name do you answer to,125,8,what_is_your_name,small_talk
what can i refer to you by,125,8,what_is_your_name,small_talk
what do they call you,125,8,what_is_your_name,small_talk
how are you named,125,8,what_is_your_name,small_talk
what 's your designation,125,8,what_is_your_name,small_talk
can i call you by any name,125,8,what_is_your_name,small_talk
i want your name,125,8,what_is_your_name,small_talk
i need to know your name,125,8,what_is_your_name,small_talk
i need your name,125,8,what_is_your_name,small_talk
i wanna know your name,125,8,what_is_your_name,small_talk
i 'd like your name,125,8,what_is_your_name,small_talk
tell me your name,125,8,what_is_your_name,small_talk
you must tell me your name,125,8,what_is_your_name,small_talk
what name do you want to be called,125,8,what_is_your_name,small_talk
"when referring to you , what name do you want me to use",125,8,what_is_your_name,small_talk
would you tell me your name,125,8,what_is_your_name,small_talk
provide the name i should use to refer to you,125,8,what_is_your_name,small_talk
i would like to know your name,125,8,what_is_your_name,small_talk
"hello , may i get your name",125,8,what_is_your_name,small_talk
i am needing to know your name,125,8,what_is_your_name,small_talk
tell me what name to use to refer to you,125,8,what_is_your_name,small_talk
state your name,125,8,what_is_your_name,small_talk
"when referring to you , what name should i use",125,8,what_is_your_name,small_talk
i want to know your name,125,8,what_is_your_name,small_talk
"ai , do you like your name",125,8,what_is_your_name,small_talk
"ai , what can i call you",125,8,what_is_your_name,small_talk
"ai , what 's your name",125,8,what_is_your_name,small_talk
"ai , what do people call you",125,8,what_is_your_name,small_talk
"ai , what should i call you",125,8,what_is_your_name,small_talk
please introduce yourself,125,8,what_is_your_name,small_talk
could you tell me your name,125,8,what_is_your_name,small_talk
would you like to introduce yourself,125,8,what_is_your_name,small_talk
tell me about yourself,125,8,what_is_your_name,small_talk
what name should i use to address you,125,8,what_is_your_name,small_talk
what name should i refer to you as,125,8,what_is_your_name,small_talk
how would you like to be referred to,125,8,what_is_your_name,small_talk
what name should i use when i call you,125,8,what_is_your_name,small_talk
do you have a name i should call you by,125,8,what_is_your_name,small_talk
do a websearch for direct deposit set up,105,7,direct_deposit,work
search google for how to set up direct deposit,105,7,direct_deposit,work
info on setting up direct deposit,105,7,direct_deposit,work
info on direct deposit set up,105,7,direct_deposit,work
tell me how to get my paycheck on direct deposit,105,7,direct_deposit,work
what are the steps for setting up direct deposit for my paycheck,105,7,direct_deposit,work
give me instructions to set up direct deposit for my paycheck,105,7,direct_deposit,work
"i want to set up direct deposit for my paycheck , what do i need to do",105,7,direct_deposit,work
how do i set up direct deposit for my paycheck,105,7,direct_deposit,work
i 'd really like to set up a direct deposit for my paycheck,105,7,direct_deposit,work
i wanna set up a direct deposit for my paycheck,105,7,direct_deposit,work
i 'd like to set up a direct deposit for my paycheck,105,7,direct_deposit,work
i would like to set up direct deposit,105,7,direct_deposit,work
set up direct deposit for me,105,7,direct_deposit,work
i need to set up a direct deposit for my paycheck,105,7,direct_deposit,work
set up a direct deposit,105,7,direct_deposit,work
i need to set up direct deposit,105,7,direct_deposit,work
i want to set direct deposit,105,7,direct_deposit,work
help me get my pay check deposited directly to my home checking account,105,7,direct_deposit,work
set my paycheck up for direct deposit,105,7,direct_deposit,work
i want my paycheck to go directly to my bank account,105,7,direct_deposit,work
set up direct deposit to my money market account for my pay check,105,7,direct_deposit,work
how do i get direct deposit for my paycheck,105,7,direct_deposit,work
what 's the procedure to get direct deposit for my paycheck,105,7,direct_deposit,work
set up payroll direct deposit to my checking account,105,7,direct_deposit,work
make it so my paycheck goes directly into my savings account,105,7,direct_deposit,work
how can i have my paycheck directly deposited,105,7,direct_deposit,work
i need to get direct deposit on my bofa account,105,7,direct_deposit,work
what do i need to set up direct deposit,105,7,direct_deposit,work
what is needed for setting up direct deposit,105,7,direct_deposit,work
can you walk me through setting up direct deposit,105,7,direct_deposit,work
what is needed to set up direct deposit,105,7,direct_deposit,work
i need help to set up direct deposit,105,7,direct_deposit,work
would you help me set up direct deposit,105,7,direct_deposit,work
assist me to set up direct deposit,105,7,direct_deposit,work
tell me how to set up direct deposit,105,7,direct_deposit,work
tell me how to set up direct deposit for my paycheck,105,7,direct_deposit,work
how do i direct deposit my paycheck,105,7,direct_deposit,work
what do i do to have my paycheck deposited directly in my account,105,7,direct_deposit,work
how can i have my paycheck directly deposited in my account,105,7,direct_deposit,work
"i would like to set up a direct deposit , please tell me how",105,7,direct_deposit,work
how can i set up a direct deposit with my checking account,105,7,direct_deposit,work
can you tell me how to set up a direct deposit,105,7,direct_deposit,work
can you help me set up a direct depost,105,7,direct_deposit,work
how can i turn on direct deposit,105,7,direct_deposit,work
how can i set up direct deposits from my job to my bank,105,7,direct_deposit,work
what steps do i need to do to set up direct deposit,105,7,direct_deposit,work
i want to set up direct deposit what do i need to do,105,7,direct_deposit,work
what do i need to do to start direct deposit,105,7,direct_deposit,work
how do i go about setting up direct deposit,105,7,direct_deposit,work
how do i get direct deposit set up,105,7,direct_deposit,work
i 'd like to know about setting up direct deposit,105,7,direct_deposit,work
can you tell me how to set up direct depost,105,7,direct_deposit,work
how do i get my check directly deposited,105,7,direct_deposit,work
direct deposit information,105,7,direct_deposit,work
how do i set up instant paycheck,105,7,direct_deposit,work
how do i direct deposit my check,105,7,direct_deposit,work
help me set up direct deposit to my bank of hawaii checking account,105,7,direct_deposit,work
can you show me how to set up direct deposit for my paycheck to my first hawaiian bank account,105,7,direct_deposit,work
i want to set up direct deposit to my first hawaiian bank account,105,7,direct_deposit,work
